ID,point num,type,vnum,value,x,y,z,,id,avg value,avg x,avg y,avg z
d41_30,13,30,185,10.0462,93.7,51.6,137.7,,,,,,
d41_30,14,30,489,6.1234,93.5,67.9,130.9,,,,,,
d41_30,15,30,720,11.0775,79.8,83.1,120.7,,,,,,
d42_10,1,10,312,12.2737,96.2,68.7,151.2,,,,,,
d42_10,2,10,371,13.5290,102.9,69.8,150.6,,,,,,
d42_10,3,10,377,10.3269,94.3,71.8,142.7,,,,,,
d42_10,4,10,412,8.6897,92.8,74.0,141.9,,,,,,
d42_10,5,10,490,8.4519,93.9,75.1,141.4,,,,,,
d42_10,6,10,575,7.2836,79.2,76.3,130.5,,,,,,
d42_10,7,10,344,9.1995,91.0,69.9,140.0,,,,,,
d42_10,8,10,601,6.8959,79.7,78.2,132.6,,,,,,
d42_10,9,10,609,9.0484,79.6,77.6,119.0,,,,,,
d42_10,10,10,460,9.9922,98.6,74.5,139.1,,,,,,
d42_10,11,10,319,7.0987,86.0,66.8,135.7,,,,,,
d42_10,12,10,549,7.4049,81.0,74.6,134.7,,,,,,
d42_10,13,10,572,6.2766,79.6,75.0,137.2,,,,,,
d42_10,14,10,341,8.8232,90.8,69.0,153.7,,,,,,
d42_10,15,10,312,12.2737,96.2,68.7,151.2,,,,,,
d42_20,1,20,657,14.4903,84.5,82.6,134.4,,,,,,
d42_20,2,20,346,12.8291,95.7,70.1,135.4,,,,,,
d42_20,3,20,601,11.6496,79.7,78.2,132.6,,,,,,
d42_20,4,20,213,10.7070,89.7,62.8,135.3,,,,,,
d42_20,5,20,277,12.2432,102.5,65.3,136.4,,,,,,
d42_20,6,20,115,14.6625,98.3,59.5,135.0,,,,,,
d42_20,7,20,654,9.6791,78.7,77.8,132.7,,,,,,
d42_20,8,20,312,9.1535,96.2,68.7,151.2,,,,,,
d42_20,9,20,575,8.6677,79.2,76.3,130.5,,,,,,
d42_20,10,20,414,8.9229,84.4,72.8,135.2,,,,,,
d42_20,11,20,630,8.6799,95.2,79.5,133.8,,,,,,
d42_20,12,20,550,9.4747,85.7,73.9,132.3,,,,,,
d42_20,13,20,186,8.9154,90.3,61.7,129.1,,,,,,
d42_20,14,20,252,8.9495,96.7,63.6,129.8,,,,,,
d42_20,15,20,322,9.0800,94.4,71.8,126.1,,,,,,
d42_30,1,30,412,10.8708,92.8,74.0,141.9,,,,,,
d42_30,2,30,490,11.2342,93.9,75.1,141.4,,,,,,
d42_30,3,30,377,13.2846,94.3,71.8,142.7,,,,,,
d42_30,4,30,100,10.9647,100.6,57.3,114.3,,,,,,
d42_30,5,30,268,29.0024,103.7,67.5,150.9,,,,,,
d42_30,6,30,409,22.7833,98.9,73.4,150.6,,,,,,
d42_30,7,30,288,19.5369,97.5,69.8,153.4,,,,,,
d42_30,8,30,312,18.6283,96.2,68.7,151.2,,,,,,
d42_30,9,30,295,18.2031,103.2,66.0,134.2,,,,,,
d42_30,10,30,187,10.9238,102.8,61.4,127.1,,,,,,
d42_30,11,30,181,12.7120,96.6,59.9,131.9,,,,,,
d42_30,12,30,573,10.1874,92.0,75.1,135.3,,,,,,
d42_30,13,30,148,16.0217,101.4,61.5,134.1,,,,,,
d42_30,14,30,344,9.8380,91.0,69.9,140.0,,,,,,
d42_30,15,30,270,11.4072,93.2,64.7,150.6,,,,,,
d43_10,1,10,461,25.6469,86.0,75.6,129.3,,,,,,
d43_10,2,10,385,24.0484,76.4,69.8,131.6,,,,,,
d43_10,3,10,487,21.2764,91.2,74.4,129.1,,,,,,
d43_10,4,10,730,19.9845,92.6,81.9,123.7,,,,,,
d43_10,5,10,457,24.7995,79.6,67.3,139.4,,,,,,
d43_10,6,10,841,21.9960,76.1,84.6,114.7,,,,,,
d43_10,7,10,341,15.7139,83.7,64.1,146.1,,,,,,
d43_10,8,10,431,16.4339,92.7,70.0,131.5,,,,,,
d43_10,9,10,399,15.6744,86.8,70.2,150.5,,,,,,
d43_10,10,10,724,19.3183,91.7,80.9,135.0,,,,,,
d43_10,11,10,759,19.0771,78.2,84.2,125.8,,,,,,
d43_10,12,10,346,15.5727,79.1,66.2,130.1,,,,,,
d43_10,13,10,589,14.2751,80.3,74.1,134.0,,,,,,
d43_10,14,10,696,13.3655,82.8,76.6,136.6,,,,,,
d43_10,15,10,537,14.2640,74.8,71.7,133.8,,,,,,
d43_20,1,20,461,37.5049,86.0,75.6,129.3,,,,,,
d43_20,2,20,566,47.2681,83.3,72.4,128.9,,,,,,
d43_20,3,20,258,20.8909,91.9,64.4,130.5,,,,,,
d43_20,4,20,593,20.1691,90.9,79.8,123.3,,,,,,
d43_20,5,20,727,23.1816,85.1,78.5,131.8,,,,,,
d43_20,6,20,130,20.2852,91.5,54.8,140.8,,,,,,
d43_20,7,20,177,20.1147,100.4,57.8,136.9,,,,,,
d43_20,8,20,616,20.0369,87.1,76.9,128.3,,,,,,
d43_20,9,20,729,18.2012,87.1,79.3,125.5,,,,,,
d43_20,10,20,385,15.5628,76.4,69.8,131.6,,,,,,
d43_20,11,20,192,18.2126,88.6,61.3,133.2,,,,,,
d43_20,12,20,247,16.2941,85.8,65.2,126.0,,,,,,
d43_20,13,20,508,13.4883,86.5,77.5,133.6,,,,,,
d43_20,14,20,265,13.7127,85.5,64.3,124.3,,,,,,
d43_20,15,20,757,18.5913,87.6,79.9,133.5,,,,,,
d43_30,1,30,347,39.2105,94.7,66.6,130.4,,,,,,
d43_30,2,30,367,25.5662,92.9,66.5,130.3,,,,,,
d43_30,3,30,696,33.8993,82.8,76.6,136.6,,,,,,
d43_30,4,30,192,27.1160,88.6,61.3,133.2,,,,,,
d43_30,5,30,589,24.6284,80.3,74.1,134.0,,,,,,
d43_30,6,30,485,29.0942,81.4,76.3,136.5,,,,,,
d43_30,7,30,431,26.5197,92.7,70.0,131.5,,,,,,
d43_30,8,30,531,18.9716,86.5,75.4,143.3,,,,,,
d43_30,9,30,461,23.3593,86.0,75.6,129.3,,,,,,
d43_30,10,30,487,22.5772,91.2,74.4,129.1,,,,,,
d43_30,11,30,145,20.0246,85.1,56.8,139.7,,,,,,
d43_30,12,30,130,28.4994,91.5,54.8,140.8,,,,,,
d43_30,13,30,724,23.8013,91.7,80.9,135.0,,,,,,
d43_30,14,30,917,20.0840,88.1,87.4,121.2,,,,,,
d43_30,15,30,177,28.6622,100.4,57.8,136.9,,,,,,
d44_10,1,10,465,25.7995,98.6,77.6,131.2,,,,,,
d44_10,2,10,356,20.1701,95.2,72.5,127.9,,,,,,
d44_10,3,10,260,28.5884,93.4,67.6,117.3,,,,,,
d44_10,4,10,189,19.8528,91.7,63.8,135.1,,,,,,
d44_10,5,10,615,15.6055,92.2,82.1,137.6,,,,,,
d44_10,6,10,643,19.7214,96.1,83.3,137.6,,,,,,
d44_10,7,10,414,15.8185,87.2,73.7,132.6,,,,,,
d44_10,8,10,317,17.6720,101.8,68.0,137.2,,,,,,
d44_10,9,10,429,16.2973,88.6,75.1,131.5,,,,,,
d44_10,10,10,409,19.2854,99.4,73.5,137.4,,,,,,
d44_10,11,10,640,16.7645,85.6,82.8,147.1,,,,,,
d44_10,12,10,583,14.2463,87.0,82.7,146.1,,,,,,
d44_10,13,10,669,14.4360,98.6,84.6,138.3,,,,,,
d44_10,14,10,408,13.9120,94.0,72.5,139.1,,,,,,
d44_10,15,10,337,20.1438,98.3,69.8,136.0,,,,,,
d44_20,1,20,766,27.1578,82.7,91.5,133.0,,,,,,
d44_20,2,20,783,22.1060,96.9,89.3,135.0,,,,,,
d44_20,3,20,679,21.1137,93.5,83.0,126.6,,,,,,
d44_20,4,20,785,21.0467,82.2,89.9,130.1,,,,,,
d44_20,5,20,872,22.5260,84.9,93.0,129.9,,,,,,
d44_20,6,20,614,14.1241,98.8,81.8,136.3,,,,,,
d44_20,7,20,356,18.3495,95.2,72.5,127.9,,,,,,
d44_20,8,20,463,17.7800,85.6,78.8,136.4,,,,,,
d44_20,9,20,255,19.0330,88.9,67.0,133.2,,,,,,
d44_20,10,20,354,16.8465,92.3,69.1,149.3,,,,,,
d44_20,11,20,618,11.3322,83.9,79.3,134.4,,,,,,
d44_20,12,20,482,14.5599,87.8,76.6,131.1,,,,,,
d44_20,13,20,462,10.6152,93.5,80.4,137.2,,,,,,
d44_20,14,20,1140,12.6452,90.0,98.0,133.3,,,,,,
d44_20,15,20,967,24.0208,85.8,95.6,129.9,,,,,,
d44_30,1,30,356,13.8932,95.2,72.5,127.9,,,,,,
d44_30,2,30,482,12.9726,87.8,76.6,131.1,,,,,,
d44_30,3,30,465,13.8555,98.6,77.6,131.2,,,,,,
d44_30,4,30,517,22.6795,90.0,78.1,120.5,,,,,,
d44_30,5,30,358,15.4218,89.1,73.1,118.2,,,,,,
d44_30,6,30,260,22.4643,93.4,67.6,117.3,,,,,,
d44_30,7,30,147,17.1871,98.7,60.4,115.1,,,,,,
d44_30,8,30,189,10.8053,91.7,63.8,135.1,,,,,,
d44_30,9,30,653,14.8435,88.7,81.7,119.8,,,,,,
d44_30,10,30,337,10.5126,98.3,69.8,136.0,,,,,,
d44_30,11,30,332,10.3831,101.2,71.0,145.8,,,,,,
d44_30,12,30,204,10.1614,98.5,62.8,147.7,,,,,,
d44_30,13,30,185,13.5826,105.9,60.0,148.7,,,,,,
d44_30,14,30,157,10.8770,103.9,59.3,142.5,,,,,,
d44_30,15,30,291,10.5278,95.5,66.4,146.3,,,,,,
d45_10,1,10,545,18.8485,84.9,61.0,140.5,,,,,,
d45_10,2,10,547,11.3098,88.1,62.0,137.6,,,,,,
d45_10,3,10,708,9.7472,81.7,66.8,132.7,,,,,,
d45_10,4,10,551,9.9295,79.9,63.9,124.0,,,,,,
d45_10,5,10,954,11.5975,89.6,78.7,124.8,,,,,,
d45_10,6,10,549,11.6287,92.9,62.5,129.4,,,,,,
d45_10,7,10,855,10.8667,84.9,78.2,123.7,,,,,,
d45_10,8,10,767,9.4182,78.0,70.3,117.6,,,,,,
d45_10,9,10,327,10.8086,94.9,54.2,116.7,,,,,,
d45_10,10,10,399,10.0863,93.3,58.7,129.5,,,,,,
d45_10,11,10,452,14.8261,98.7,59.0,129.0,,,,,,
d45_10,12,10,201,9.8988,96.1,48.0,128.2,,,,,,
d45_10,13,10,765,8.4858,79.2,71.3,119.0,,,,,,
d45_10,14,10,451,8.0208,93.6,61.6,137.8,,,,,,
d45_10,15,10,426,13.0023,95.8,58.8,128.7,,,,,,
d45_20,1,20,594,12.7439,83.0,64.4,144.3,,,,,,
d45_20,2,20,545,12.0106,84.9,61.0,140.5,,,,,,
d45_20,3,20,547,16.5797,88.1,62.0,137.6,,,,,,
d45_20,4,20,593,12.1946,85.7,66.4,146.2,,,,,,
d45_20,5,20,327,12.0516,94.9,54.2,116.7,,,,,,
d45_20,6,20,706,10.2553,79.0,69.2,135.6,,,,,,
d45_20,7,20,492,10.3570,81.9,61.8,134.0,,,,,,
d45_20,8,20,708,9.2603,81.7,66.8,132.7,,,,,,
d45_20,9,20,762,7.0266,85.7,75.1,132.1,,,,,,
d45_20,10,20,855,7.0553,84.9,78.2,123.7,,,,,,
d45_20,11,20,548,7.7128,84.5,62.0,137.8,,,,,,
d45_20,12,20,142,8.6159,92.8,44.4,122.1,,,,,,
d45_20,13,20,954,7.7248,89.6,78.7,124.8,,,,,,
d45_20,14,20,1145,8.1861,75.0,83.2,120.4,,,,,,
d45_20,15,20,1043,8.2123,75.1,81.8,120.8,,,,,,
d45_30,1,30,1010,29.1099,83.7,77.6,126.3,,,,,,
d45_30,2,30,1105,19.2641,83.8,80.0,129.8,,,,,,
d45_30,3,30,708,24.2377,81.7,66.8,132.7,,,,,,
d45_30,4,30,602,20.5286,82.0,67.7,122.4,,,,,,
d45_30,5,30,819,19.9944,89.2,75.9,127.9,,,,,,
d45_30,6,30,762,14.8603,85.7,75.1,132.1,,,,,,
d45_30,7,30,910,17.9065,84.2,77.4,118.0,,,,,,
d45_30,8,30,883,18.5942,81.7,78.7,119.6,,,,,,
d45_30,9,30,797,19.9033,79.2,77.6,128.7,,,,,,
d45_30,10,30,1146,16.6171,80.1,85.8,121.7,,,,,,
d45_30,11,30,522,21.8755,85.0,63.5,129.0,,,,,,
d45_30,12,30,551,15.9998,79.9,63.9,124.0,,,,,,
d45_30,13,30,492,18.0540,81.9,61.8,134.0,,,,,,
d45_30,14,30,1254,15.5950,82.7,87.9,122.5,,,,,,
d45_30,15,30,1147,18.7864,72.9,85.8,114.0,,,,,,
d46_10,1,10,1256,30.4076,71.7,86.8,110.2,,,,,,
d46_10,2,10,407,29.6002,90.1,62.2,98.0,,,,,,
d46_10,3,10,695,19.9592,81.8,70.2,112.7,,,,,,
d46_10,4,10,919,19.7272,75.6,80.7,109.3,,,,,,
d46_10,5,10,1181,21.9966,75.3,82.6,109.0,,,,,,
d46_10,6,10,343,21.5104,99.0,58.6,101.3,,,,,,
d46_10,7,10,171,25.6063,98.1,54.1,102.3,,,,,,
d46_10,8,10,189,25.7761,113.3,54.1,103.7,,,,,,
d46_10,9,10,857,16.4257,96.9,77.1,100.8,,,,,,
d46_10,10,10,887,16.9833,79.8,80.8,103.7,,,,,,
d46_10,11,10,213,16.7505,94.1,55.9,106.0,,,,,,
d46_10,12,10,209,18.5959,103.6,55.1,110.5,,,,,,
d46_10,13,10,760,15.7725,96.3,75.2,101.3,,,,,,
d46_10,14,10,854,14.0384,94.2,76.0,98.6,,,,,,
d46_10,15,10,526,12.3767,84.9,68.7,106.2,,,,,,
d46_20,1,20,406,22.0014,98.3,61.2,100.0,,,,,,
d46_20,2,20,343,22.0913,99.0,58.6,101.3,,,,,,
d46_20,3,20,442,41.4225,103.9,62.4,104.8,,,,,,
d46_20,4,20,999,15.9315,98.5,80.3,102.8,,,,,,
d46_20,5,20,760,14.5694,96.3,75.2,101.3,,,,,,
d46_20,6,20,764,14.8678,90.8,76.3,96.1,,,,,,
d46_20,7,20,762,15.1546,94.4,75.3,98.6,,,,,,
d46_20,8,20,149,22.1720,98.8,52.9,100.2,,,,,,
d46_20,9,20,372,34.1485,106.6,60.6,102.5,,,,,,
d46_20,10,20,341,32.3395,101.4,59.4,104.7,,,,,,
d46_20,11,20,189,14.1552,113.3,54.1,103.7,,,,,,
d46_20,12,20,638,9.9957,87.9,70.4,99.4,,,,,,
d46_20,13,20,759,9.8939,87.3,70.4,99.4,,,,,,
d46_20,14,20,893,12.2224,86.7,75.1,94.3,,,,,,
d46_20,15,20,344,12.9945,93.6,60.2,100.5,,,,,,
d46_30,1,30,857,19.0514,96.9,77.1,100.8,,,,,,
d46_30,2,30,343,31.1382,99.0,58.6,101.3,,,,,,
d46_30,3,30,190,20.8159,107.1,55.0,100.4,,,,,,
d46_30,4,30,854,13.7703,94.2,76.0,98.6,,,,,,
d46_30,5,30,999,12.9858,98.5,80.3,102.8,,,,,,
d46_30,6,30,344,12.9257,93.6,60.2,100.5,,,,,,
d46_30,7,30,335,8.2704,87.9,60.4,111.4,,,,,,
d46_30,8,30,341,10.0994,101.4,59.4,104.7,,,,,,
d46_30,9,30,263,11.0068,93.9,56.0,117.8,,,,,,
d46_30,10,30,207,9.8775,93.6,56.3,117.5,,,,,,
d46_30,11,30,760,9.7794,96.3,75.2,101.3,,,,,,
d46_30,12,30,372,14.9574,106.6,60.6,102.5,,,,,,
d46_30,13,30,397,12.5552,85.8,62.7,122.8,,,,,,
d46_30,14,30,398,11.8631,88.3,62.1,121.5,,,,,,
d46_30,15,30,171,42.0099,98.1,54.1,102.3,,,,,,
d47_10,1,10,346,9.5705,86.4,57.4,115.6,,,,,,
d47_10,2,10,1146,22.9650,72.6,86.6,123.4,,,,,,
d47_10,3,10,676,11.0675,76.3,68.4,126.4,,,,,,
d47_10,4,10,317,11.3776,92.9,57.7,117.1,,,,,,
d47_10,5,10,450,9.2620,81.5,65.0,134.7,,,,,,
d47_10,6,10,718,7.1908,80.1,68.5,122.9,,,,,,
d47_10,7,10,475,6.9931,78.7,64.2,126.8,,,,,,
d47_10,8,10,1245,19.6209,75.7,90.6,122.1,,,,,,
d47_10,9,10,805,7.5092,72.0,73.5,126.5,,,,,,
d47_10,10,10,807,7.5596,85.5,73.5,123.3,,,,,,
d47_10,11,10,222,7.9265,91.3,52.2,116.7,,,,,,
d47_10,12,10,396,7.3987,80.6,62.0,135.6,,,,,,
d47_10,13,10,774,6.6342,83.2,72.4,125.0,,,,,,
d47_10,14,10,344,6.9677,89.8,58.7,117.1,,,,,,
d47_10,15,10,876,7.2565,90.7,74.5,126.1,,,,,,
d47_20,1,20,774,17.4995,83.2,72.4,125.0,,,,,,
d47_20,2,20,875,10.9596,87.8,75.1,127.2,,,,,,
d47_20,3,20,872,10.7701,86.3,75.8,138.1,,,,,,
d47_20,4,20,1042,13.8455,89.9,80.9,134.8,,,,,,
d47_20,5,20,1039,14.2960,94.8,78.5,136.3,,,,,,
d47_20,6,20,1304,13.1119,82.4,89.0,129.8,,,,,,
d47_20,7,20,642,10.1547,89.4,73.2,137.0,,,,,,
d47_20,8,20,249,11.5602,98.6,54.9,116.1,,,,,,
d47_20,9,20,806,7.9090,71.7,73.2,123.9,,,,,,
d47_20,10,20,396,6.8438,80.6,62.0,135.6,,,,,,
d47_20,11,20,474,6.6756,80.1,63.6,131.0,,,,,,
d47_20,12,20,539,8.9727,83.1,69.9,125.9,,,,,,
d47_20,13,20,624,6.3548,82.9,65.4,110.7,,,,,,
d47_20,14,20,335,6.6787,83.2,59.3,131.9,,,,,,
d47_20,15,20,986,6.5921,70.2,79.1,114.7,,,,,,
d47_30,1,30,915,11.1326,70.0,76.4,125.8,,,,,,
d47_30,2,30,1276,14.3436,79.8,89.9,129.8,,,,,,
d47_30,3,30,1393,11.5881,80.0,93.5,133.4,,,,,,
d47_30,4,30,1210,14.4035,76.5,89.6,130.5,,,,,,
d47_30,5,30,1183,7.3536,87.5,83.8,119.5,,,,,,
d47_30,6,30,1451,7.9035,66.0,92.6,113.6,,,,,,
d47_30,7,30,914,10.8269,69.7,77.1,130.8,,,,,,
d47_30,8,30,844,9.1801,71.2,75.5,132.2,,,,,,
d47_30,9,30,1042,8.1961,89.9,80.9,134.8,,,,,,
d47_30,10,30,1450,7.1977,73.9,92.1,116.5,,,,,,
d47_30,11,30,677,5.2868,87.9,69.9,120.8,,,,,,
d47_30,12,30,876,6.0052,90.7,74.5,126.1,,,,,,
d47_30,13,30,297,6.0152,83.9,58.0,117.8,,,,,,
d47_30,14,30,243,5.7965,86.6,54.7,126.4,,,,,,
d47_30,15,30,847,6.1928,72.3,73.5,126.4,,,,,,
d48_10,1,10,735,19.4764,84.5,74.7,127.4,,,,,,
d48_10,2,10,423,25.1451,86.3,63.5,120.6,,,,,,
d48_10,3,10,556,23.2110,90.3,68.9,123.9,,,,,,
d48_10,4,10,286,29.3160,87.7,56.5,115.3,,,,,,
d48_10,5,10,185,29.7368,86.8,55.6,118.7,,,,,,
d48_10,6,10,128,25.8547,91.9,50.9,114.6,,,,,,
d48_10,7,10,98,20.1686,93.0,50.0,109.4,,,,,,
d48_10,8,10,735,19.4764,84.5,74.7,127.4,,,,,,
d48_10,9,10,527,16.9566,77.8,66.1,121.2,,,,,,
d48_10,10,10,3920,14.2403,80.5,61.3,116.2,,,,,,
d48_10,11,10,890,14.3840,91.3,77.6,119.6,,,,,,
d48_10,12,10,402,16.5860,86.2,64.2,113.3,,,,,,
d48_10,13,10,157,17.0103,92.3,53.0,108.9,,,,,,
d48_10,14,10,310,12.1661,84.1,60.2,123.3,,,,,,
d48_10,15,10,373,11.4310,82.7,61.1,122.2,,,,,,
d48_20,1,20,476,12.1070,79.5,66.4,114.0,,,,,,
d48_20,2,20,558,11.8413,81.5,71.7,117.8,,,,,,
d48_20,3,20,621,12.0627,85.4,74.7,120.2,,,,,,
d48_20,4,20,474,12.3947,85.8,65.2,120.8,,,,,,
d48_20,5,20,740,12.4482,76.8,69.8,117.0,,,,,,
d48_20,6,20,1008,12.3714,80.6,82.9,109.9,,,,,,
d48_20,7,20,1108,12.4211,83.2,84.6,110.6,,,,,,
d48_20,8,20,799,10.5073,84.7,74.7,121.7,,,,,,
d48_20,9,20,620,10.6546,87.0,74.2,120.2,,,,,,
d48_20,10,20,3919,11.2228,80.7,64.1,112.2,,,,,,
d48_20,11,20,3920,8.0378,80.5,61.3,116.2,,,,,,
d48_20,12,20,530,7.9260,87.9,69.1,115.4,,,,,,
d48_20,13,20,1007,10.3568,90.1,82.6,113.8,,,,,,
d48_20,14,20,527,7.6125,77.8,66.1,121.2,,,,,,
d48_20,15,20,373,9.3831,82.7,61.1,122.2,,,,,,
d48_30,1,30,735,35.5873,84.5,74.7,127.4,,,,,,
d48_30,2,30,711,21.2072,86.5,75.1,118.7,,,,,,
d48_30,3,30,1007,20.2130,90.1,82.6,113.8,,,,,,
d48_30,4,30,254,24.4913,85.2,56.8,121.7,,,,,,
d48_30,5,30,730,23.1123,79.5,76.3,137.5,,,,,,
d48_30,6,30,834,21.8976,78.9,79.5,130.6,,,,,,
d48_30,7,30,185,22.3930,86.8,55.6,118.7,,,,,,
d48_30,8,30,129,20.5572,93.8,50.9,111.5,,,,,,
d48_30,9,30,188,21.6047,96.1,54.9,111.0,,,,,,
d48_30,10,30,310,21.1603,84.1,60.2,123.3,,,,,,
d48_30,11,30,402,17.3193,86.2,64.2,113.3,,,,,,
d48_30,12,30,530,16.5043,87.9,69.1,115.4,,,,,,
d48_30,13,30,3920,16.5905,80.5,61.3,116.2,,,,,,
d48_30,14,30,1074,14.5915,82.7,85.7,113.3,,,,,,
d48_30,15,30,157,18.3730,92.3,53.0,108.9,,,,,,
d49_10,1,10,384,14.5373,82.6,64.8,110.2,,,,,,
d49_10,2,10,528,13.9619,73.4,69.8,116.2,,,,,,
d49_10,3,10,346,13.8037,71.8,60.9,111.6,,,,,,
d49_10,4,10,289,19.5771,76.9,57.9,112.6,,,,,,
d49_10,5,10,211,17.8220,79.4,55.6,111.6,,,,,,
d49_10,6,10,136,14.8896,80.9,54.2,110.6,,,,,,
d49_10,7,10,235,16.2568,77.2,58.2,112.9,,,,,,
d49_10,8,10,619,10.8168,80.9,74.6,114.2,,,,,,
d49_10,9,10,313,13.3251,80.4,59.8,105.1,,,,,,
d49_10,10,10,530,11.5605,68.4,69.6,111.2,,,,,,
d49_10,11,10,193,10.3885,78.9,56.5,106.2,,,,,,
d49_10,12,10,387,8.4750,75.9,61.9,105.3,,,,,,
d49_10,13,10,351,7.2428,74.0,63.0,103.3,,,,,,
d49_10,14,10,913,7.0137,68.5,77.7,107.8,,,,,,
d49_10,15,10,939,8.3568,64.4,78.1,113.0,,,,,,
d49_20,1,20,972,9.2023,72.2,82.8,103.4,,,,,,
d49_20,2,20,349,8.6631,84.5,62.7,106.9,,,,,,
d49_20,3,20,193,12.0726,78.9,56.5,106.2,,,,,,
d49_20,4,20,137,10.6130,81.9,53.1,100.9,,,,,,
d49_20,5,20,1118,8.6210,56.3,87.7,131.4,,,,,,
d49_20,6,20,1054,10.3668,66.3,84.8,130.8,,,,,,
d49_20,7,20,1145,8.9155,68.3,88.7,131.8,,,,,,
d49_20,8,20,778,6.3568,73.9,78.1,122.7,,,,,,
d49_20,9,20,526,6.3035,65.6,69.5,128.8,,,,,,
d49_20,10,20,1173,6.6371,55.9,87.8,126.5,,,,,,
d49_20,11,20,263,7.5326,86.1,57.4,117.5,,,,,,
d49_20,12,20,559,7.4146,81.1,71.7,113.3,,,,,,
d49_20,13,20,530,4.3461,68.4,69.6,111.2,,,,,,
d49_20,14,20,1089,4.2491,63.8,86.3,110.6,,,,,,
d49_20,15,20,888,4.3426,71.2,79.4,113.2,,,,,,
d49_30,1,30,465,18.1072,66.8,66.9,113.6,,,,,,
d49_30,2,30,936,12.2842,63.3,79.0,120.5,,,,,,
d49_30,3,30,806,16.4929,67.2,74.3,123.1,,,,,,
d49_30,4,30,1175,10.6693,77.2,89.4,119.9,,,,,,
d49_30,5,30,735,11.9526,65.8,78.0,119.8,,,,,,
d49_30,6,30,935,10.7217,66.2,79.6,119.4,,,,,,
d49_30,7,30,1088,8.2117,73.0,85.0,118.6,,,,,,
d49_30,8,30,743,5.4066,73.7,73.6,106.0,,,,,,
d49_30,9,30,654,5.6880,79.3,74.9,111.8,,,,,,
d49_30,10,30,530,8.8812,68.4,69.6,111.2,,,,,,
d49_30,11,30,349,5.1698,84.5,62.7,106.9,,,,,,
d49_30,12,30,649,6.5761,78.3,76.3,122.4,,,,,,
d49_30,13,30,1028,5.2224,80.5,84.6,123.8,,,,,,
d49_30,14,30,1006,5.8124,68.9,81.5,117.8,,,,,,
d49_30,15,30,1086,5.4345,60.1,82.5,121.4,,,,,,
d50_10,1,10,423,23.5844,73.4,57.1,77.7,,,,,,
d50_10,2,10,394,15.9433,74.1,55.2,76.4,,,,,,
d50_10,3,10,311,19.4981,66.2,53.6,73.2,,,,,,
d50_10,4,10,308,19.7776,76.4,53.9,79.5,,,,,,
d50_10,5,10,194,20.5457,70.0,48.5,80.7,,,,,,
d50_10,6,10,631,19.2791,62.4,62.3,88.2,,,,,,
d50_10,7,10,778,14.5437,55.8,66.7,89.7,,,,,,
d50_10,8,10,681,18.5043,64.4,64.1,88.8,,,,,,
d50_10,9,10,527,15.7001,59.7,58.7,87.1,,,,,,
d50_10,10,10,1199,18.7681,59.8,71.9,82.7,,,,,,
d50_10,11,10,1082,15.8992,62.1,71.0,81.4,,,,,,
d50_10,12,10,403,16.1680,59.9,58.8,87.1,,,,,,
d50_10,13,10,1550,32.8419,55.9,75.6,83.5,,,,,,
d50_10,14,10,136,19.5806,53.5,73.6,84.1,,,,,,
d50_10,15,10,1481,46.5602,52.9,75.5,83.9,,,,,,
d50_20,1,20,1814,15.1640,51.1,82.4,72.3,,,,,,
d50_20,2,20,1481,15.9893,52.9,75.5,83.9,,,,,,
d50_20,3,20,1275,16.0263,50.4,74.9,84.9,,,,,,
d50_20,4,20,1151,16.3353,58.7,71.7,90.2,,,,,,
d50_20,5,20,1097,12.9223,50.6,71.8,82.6,,,,,,
d50_20,6,20,1108,14.9244,52.3,72.9,84.0,,,,,,
d50_20,7,20,916,12.3304,55.6,68.6,88.7,,,,,,
d50_20,8,20,778,13.4462,55.8,66.7,89.7,,,,,,
d50_20,9,20,846,13.8547,57.7,68.5,89.6,,,,,,
d50_20,10,20,406,13.6246,71.5,57.0,78.6,,,,,,
d50_20,11,20,423,15.8069,73.4,57.1,77.7,,,,,,
d50_20,12,20,168,20.8705,73.2,49.0,80.5,,,,,,
d50_20,13,20,104,21.1491,71.3,47.4,81.4,,,,,,
d50_20,14,20,399,17.5837,73.4,56.0,76.5,,,,,,
d50_20,15,20,406,13.6246,71.5,57.0,78.6,,,,,,
d50_30,1,30,1199,21.8157,59.8,71.9,82.7,,,,,,
d50_30,2,30,975,25.4169,59.1,67.3,80.8,,,,,,
d50_30,3,30,943,32.8277,62.1,69.1,81.6,,,,,,
d50_30,4,30,1058,27.4969,65.4,70.3,80.0,,,,,,
d50_30,5,30,1082,38.9680,62.1,71.0,81.4,,,,,,
d50_30,6,30,681,19.8460,64.4,64.1,88.8,,,,,,
d50_30,7,30,1227,20.6202,50.1,72.8,73.7,,,,,,
d50_30,8,30,1259,23.0680,52.0,73.1,73.0,,,,,,
d50_30,9,30,423,34.0232,73.4,57.1,77.7,,,,,,
d50_30,10,30,498,21.6850,69.2,58.4,79.0,,,,,,
d50_30,11,30,314,18.9834,68.4,54.6,79.6,,,,,,
d50_30,12,30,406,23.8609,71.5,57.0,78.6,,,,,,
d50_30,13,30,1178,30.9221,60.3,72.9,83.1,,,,,,
d50_30,14,30,1206,18.2567,47.9,75.0,74.4,,,,,,
d50_30,15,30,517,25.6263,69.9,59.9,79.8,,,,,,
